clause,section,page,source_pdf
"XVIII (i) where they are let for residence, is residing, or (ii) where they are let for education, business, trade or storage, is using the premises for any such purpose, with the tenant at the time of his death, or in the absence of such member, any heir of the deceased tenant, as may be decided, in the absence of agreement by, the court.",section,10,eng_maharashtra_rent_control_ac.pdf
".— The provisions of this clause for transmission of tenancy shall not be restricted to the death of the original tenant, but shall apply even on the death of any subsequent tenant, who becomes tenant under these provisions on the death of the last preceding tenant.",section,10,eng_maharashtra_rent_control_ac.pdf
"Court may fix standard rent and permitted increases in certain cases.— (1) Subject to the provisions of section 9 in any of the following cases, the court may, upon an application made to it for the purpose, or in any suit or proceedings, fix the standard rent at such amount as, having regard to the provisions of this Act and the circumstances of the case, the court, deems just,— (a) where the court is satisfied that there is no sufficient evidence to ascertain the rent at which the premises were let in any one of the cases mentioned in paragraphs (i) and (ii) of sub-clause (b) of clause (14) of section 7;",section,10,eng_maharashtra_rent_control_ac.pdf
"or (b) where by reasons of the premises having been let at one time as a whole or in parts and at another time, in parts or as a whole, or for any other reasons;",section,10,eng_maharashtra_rent_control_ac.pdf
"or (c) where any premises have been or are let rent-free or, at a nominal rent;",section,10,eng_maharashtra_rent_control_ac.pdf
or for some consideration in addition to rent;,section,10,eng_maharashtra_rent_control_ac.pdf
or (d) where there is any dispute between the landlord and the tenant regarding the amount of standard rent.,section,10,eng_maharashtra_rent_control_ac.pdf
"(2) If there is any dispute between the landlord and the tenant regarding the amount of permitted increase, the court may determine such amount.",section,10,eng_maharashtra_rent_control_ac.pdf
"(3) If any application for fixing the standard rent or for determining the permitted increase is made by a tenant,— (a) the court shall forthwith specify the amount of rent, or permitted increase which are to be deposited in court by the tenant, and make an order directing the tenant to deposit such amount in court or, at the option of the tenant, make an order to pay to the landlord such amount thereof as the court may specify pending the final decision of the application.",section,10,eng_maharashtra_rent_control_ac.pdf
A copy of the order shall be served upon the landlord;,section,10,eng_maharashtra_rent_control_ac.pdf
"(b) out of any amount deposited in the court under clause (a), the court may make an order for payment of such reasonable sum to the landlord towards payment of the rent or increases due to him as it thinks fit;",section,10,eng_maharashtra_rent_control_ac.pdf
"(c) if the tenant fails to deposit such amount or, as the case may be, to pay such amount thereof to the landlord, his application shall be dismissed.",section,10,eng_maharashtra_rent_control_ac.pdf
"(4) (a) Where at any stage of a suit for recovery of rent, whether with or without a claim for possession of the premises, the court is satisfied that the rent is excessive and standard rent should be fixed, the court may, and in any other case, if it appears to the court that it is just and proper to make such an order, the court may make an order directing the tenant to deposit in court forthwith such amount of the rent as the court considers to be reasonable due to the landlord, or at the option of the tenant, an order directing him to pay to the landlord such amount thereof as the court may specify.",section,10,eng_maharashtra_rent_control_ac.pdf
"(b) The court may further make an order directing the tenant to deposit in court periodically such amount as it considers proper as interim standard rent, or at the option of the tenant, an order to pay to the landlord, such amount thereof as the court may specify, during the pendency of the suit.",section,10,eng_maharashtra_rent_control_ac.pdf
"(c) The court may also direct that if the tenant fails to comply with any order made as aforesaid, within such time as may be allowed by it, he shall not be entitled to appear in or defend the suit except",section,10,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 11 with leave of the court, which leave may be granted subject to such terms and conditions as the court may specify.",section,11,eng_maharashtra_rent_control_ac.pdf
(6) An application under this section may be made jointly by all or any of the tenants interested in respect of the premises situated in the same building.,section,11,eng_maharashtra_rent_control_ac.pdf
"No application for standard rent in certain circumstances.— No court shall, upon an application or in any suit or proceedings, fix the standard rent of any premises under section 8, or entertain any plea that the rent or increases are excessive, if the standard rent or the permitted increase in respect of the same premises have been duly fixed by a competent court on the merits of the case, without any fraud or collusion or an error of the fact, and there has been no structural alternations or change in the amenities or in respect of any other factors which are relevant to the fixation of the standard rent, or change in such increases, thereafter in the premises.",section,11,eng_maharashtra_rent_control_ac.pdf
"Rent in excess of standard rent illegal.— (1) Save as otherwise provided in section 6, it shall not be lawful to claim or receive on account of rent, for any premises any increases above the standard rent and the permitted increases, unless the landlord was, before the coming into operation of this Act, entitled to recover such increase by virtue of, or under, the provisions of any of the repealed Acts or is entitled to recover such increase under the provisions of this Act.",section,11,eng_maharashtra_rent_control_ac.pdf
Increase in rent annually and on account of improvement etc.,section,11,eng_maharashtra_rent_control_ac.pdf
and special or heavy repairs.— (1) After the commencement of this Act a landlord shall be entitled to make an increase of 4 per cent.,section,11,eng_maharashtra_rent_control_ac.pdf
per annum in the rent of the premises let for any of the purpose referred to in sub-section (1) of section 2.,section,11,eng_maharashtra_rent_control_ac.pdf
".— For the purposes of this sub-section, the period of one year on completion of which rent shall be so increased shall be computed from the date of commencement of this Act.",section,11,eng_maharashtra_rent_control_ac.pdf
(2) A landlord shall also be entitled to make such increase in the rent of the premises as may be reasonable for an improvement or structural alterations of the premises which has been made with the consent of the seventy per cent.,section,11,eng_maharashtra_rent_control_ac.pdf
".— In this sub-section, improvements and alterations do not include the repairs which the landlord is bound to make under sub-section (1) of section 14.",section,11,eng_maharashtra_rent_control_ac.pdf
"(3) (a) Notwithstanding anything contained in sub-section (2), but subject to the provisions of clauses (b) and (d), landlord shall further be entitled to make an increase in the rent of premises by an addition to the rent in the manner prescribed of an amount not exceeding fifteen per cent.",section,11,eng_maharashtra_rent_control_ac.pdf
per annum of the expenses incurred on account of special additions to premises or special alterations made therein or additional amenities provided for the premises or on account of improvements or structural alterations made under sub-section (2) after the commencement of this Act.,section,11,eng_maharashtra_rent_control_ac.pdf
"(b) Before making any increase under clause (a), the landlord shall obtain a certificate from the municipal authority that he was required by it to make or to provide such additions, alterations, improvements or amenities and has completed them in conformity with its requirements.",section,11,eng_maharashtra_rent_control_ac.pdf
"(c) If a landlord, when required by a municipal authority to execute the work of any such additions, improvements, alterations or amenities, fails to do so, the tenant or the tenants interested in such work may seek the approval of the municipal authority for executing such work.",section,11,eng_maharashtra_rent_control_ac.pdf
"12 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",s.,12,eng_maharashtra_rent_control_ac.pdf
"XVIII being granted, the tenants shall be entitled to execute the said work and the expenses incurred for such work shall, for all purposes, be binding on the landlord.",s.,12,eng_maharashtra_rent_control_ac.pdf
The tenants shall also be entitled to deduct amount of expenses incurred for such work from the rent which from time to time becomes due by them to the landlord or otherwise recover such amount from him: Provided that,s.,12,eng_maharashtra_rent_control_ac.pdf
", where such work is jointly executed by the tenants the amount to be deducted or recovered by each tenant shall bear the same proportion as the rent payable by him in respect of his premises bears to the total amount of the expenses incurred for such work: Provided further that, the total amount so deducted or recoverable shall not exceed the amount of expenses incurred for such work.",s.,12,eng_maharashtra_rent_control_ac.pdf
"(d) In respect of any work executed by the tenants under clause (c) and where the total amount of the expenses incurred for such work is deducted or recovered by the tenant or tenants, as the case may be, in accordance with the provisos thereto, the landlord shall be entitled to make the increase permitted under clause (a);",s.,12,eng_maharashtra_rent_control_ac.pdf
and such increase of rent shall be payable from the month following the month in which such total amount is so deducted or recovered.,s.,12,eng_maharashtra_rent_control_ac.pdf
"(4) (a) The Landlord shall also be further entitled to make, on account of special or structural repairs made by him in accordance with the provisions of this sub-section, a temporary increase in the rent of promises by an addition to the rent, in the manner prescribed at a rate not exceeding twenty-five per cent.",s.,12,eng_maharashtra_rent_control_ac.pdf
and the increase of rent shall be payable from the date of completion of the repairs till amount of the expenditure for such repairs is recovered from the tenant.,s.,12,eng_maharashtra_rent_control_ac.pdf
"(b) Before making any increase under clause (a), the landlord shall obtain, in the prescribed manner and in the prescribed form, a declaration from the prescribed authority or a certificate from an architect from a panel of architects notified by the State Government for the purposes of this Act;",s.,12,eng_maharashtra_rent_control_ac.pdf
"asserting that it is necessary to undertake such repairs and specifying the nature and extent of repairs required and the estimated cost therefor, and after such repairs are carried out, the landlord shall also obtain, in the prescribed manner and in the prescribed form, a certificate from such prescribed authority or such architect confirming that the repairs were carried out in accordance with the declaration, or as the case may be the certificate aforesaid and fixing the date of completion of the repairs and the actual expenses therefor.",s.,12,eng_maharashtra_rent_control_ac.pdf
"(c) The increase in rent under clause (a) shall be recoverable from all tenants occupying premises in the building on the basis of the actual expenses incurred as specified in a certificate from the municipal authority or the architect as aforesaid, and the amount to be recovered from each tenant shall bear the same proportion as the rent payable by him in respect, of his premises bears to the total amount of actual expenses.",s.,12,eng_maharashtra_rent_control_ac.pdf
"Increase in rent on account of payment of rate, etc.— (1) Where a landlord is required to pay to Government or to any local authority or statutory authority in respect of any premises any fresh rate, cess, charges, tax, land assessment, ground rent of land or any other levy on lands and buildings, he shall, notwithstanding anything contained in any other provisions of this Act but save as otherwise",s.,12,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 13 expressly provided in any other law for the time being in force, be entitled to make an increase in the rent of such premises: Provided that",section,13,eng_maharashtra_rent_control_ac.pdf
", the increase in rent shall not exceed the amount of any such rate cess, charges, tax, land assessment, ground rent of land or any other levy on lands and buildings, as the case may be.",section,13,eng_maharashtra_rent_control_ac.pdf
"(2) Where the rent is inclusive of charges for electricity and water and the landlord is required to pay any increase in these charges in respect of any premises, he shall be entitled to make an increase in the rent of such premises by an amount not exceeding the additional amount payable by him in respect of such premises on account of such increase.",section,13,eng_maharashtra_rent_control_ac.pdf
"(3) The amount of the increase in rent recoverable from each tenant under sub-sections (1) and (2) shall bear the same proportion as the rent payable by him in respect of his premises bears to the total amount of any such rate, cess, charges, tax, land assessment, ground rent of land or any other levy on lands and buildings, or increase in electricity or water charges, as the case may be.",section,13,eng_maharashtra_rent_control_ac.pdf
Certain increase in rent expected.— Any increase of rent under any of the foregoing provisions of sections 11 and 12 shall not be deemed to be increase for the purpose of section 10.,section,13,eng_maharashtra_rent_control_ac.pdf
"Landlords’ duty to keep premises in good repair.— (1) Notwithstanding anything contained in any law for the time being in force and in the absence of an agreement to the contrary by the tenant, every landlord shall be bound to keep the premises in good and tenantable repair.",section,13,eng_maharashtra_rent_control_ac.pdf
"(2) If the landlord neglects to make any repairs, which he is bound to make under sub-section (1), within a reasonable time after a notice of fifteen days is served upon him by post or in any other manner by a tenant or jointly by tenants interested in such repairs, such tenant or tenants may themselves make the same and deduct the expenses of such repairs from the rent or otherwise recover them from the landlord.",section,13,eng_maharashtra_rent_control_ac.pdf
", where the repairs are jointly made by the tenants, the amount to be deducted or recovered with interest by each tenant shall bear the same proportion as the rent payable by him in respect of his premises bears to the total amount of the expenses incurred for such repairs together with simple interest at fifteen per cent.",section,13,eng_maharashtra_rent_control_ac.pdf
"per annum on such amount: Provided further that, the amount so deducted or recoverable in any year shall not exceed one- fourth of the rent payable by the tenant of that year.",section,13,eng_maharashtra_rent_control_ac.pdf
"(3) For the purpose of calculating the expenses of the repairs made under sub-section (2), the accounts together with the vouchers maintained by the tenants shall be conclusive evidence of such expenditure and shall be binding on the landlord.",section,13,eng_maharashtra_rent_control_ac.pdf
"No ejectment ordinarily to be made if tenant pays or its ready and willing to pay standard rent and permitted increases.— (1) A landlord shall not be entitled to the recovery of possession of any premises so long as the tenant pays, or is ready and willing to pay, the amount of the standard rent and permitted increases, if any, and observes and performs the other conditions of the tenancy, in so far as they are consistent with the provisions of this Act.",section,13,eng_maharashtra_rent_control_ac.pdf
"(2) No suit for recovery of possession shall be instituted by a landlord against the tenant on the ground of non-payment of the standard rent or permitted increases due, until the expiration of ninety days next after notice in writing of the demand of the standard rent or permitted increases has been served upon the tenant in the manner provided in section 106 of the Transfer of Property Act, 1882 (IV of 1882).",section,13,eng_maharashtra_rent_control_ac.pdf
"(3) No decree for eviction shall be passed by the court in any suit for recovery of possession on the ground of arrears of standard rent and permitted increase if, within a period of ninety days from the date of service of the summons of the suit, the tenant pays or tenders in court the standard rent and permitted increases then due together with simple interest on the amount of arrears at fifteen per cent.",section,13,eng_maharashtra_rent_control_ac.pdf
and thereafter continues to pay or tenders in court regularly such standard rent and permitted increases till the suit is finally decided and also pays cost of the suit as directed by the court.,section,13,eng_maharashtra_rent_control_ac.pdf
"14 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,14,eng_maharashtra_rent_control_ac.pdf
"XVIII (4) Pending the disposal of any suit, the court may, out of any amount paid or tendered by the tenant, pay to the landlord such amount towards the payment of rent or permitted increases due to him as the court thinks fit.",section,14,eng_maharashtra_rent_control_ac.pdf
"When landlord may recover possession.— (1) Notwithstanding anything contained in this Act but subject to the provisions of section 25, a landlord shall be entitled to recover possession of any premises if the court is satisfied— (a) that the tenant has committed any act contrary to the provisions of clause (o) of section 108 of the Transfer of Property Act, 1882 (IV of 1882);",section,14,eng_maharashtra_rent_control_ac.pdf
".— For the purposes of this clause, replacing of tiles or closing of balcony of the premises shall not be regarded as an act of a causing damage to the building or destructive or permanently injurious thereto;",section,14,eng_maharashtra_rent_control_ac.pdf
"or (b) that the tenant has, without the landlord’s consent given in writing, erected on the premises any permanent structure;",section,14,eng_maharashtra_rent_control_ac.pdf
"or (c) that the tenant, his agent, servant, persons inducted by tenant or claiming under the tenant or, any person residing with the tenant has been guilty of conduct which is a nuisance or annoyance to the adjoining or neighbouring occupier, or has been convicted of using the premises or allowing the premises to be used for immoral or illegal purposes or that the tenant has in respect of the premises been convicted of an offence of contravention of any of the provisions of clause (a) of sub-section (1) of section 394 or of section 394A of the Mumbai Municipal Corporation Act (Bom.",section,14,eng_maharashtra_rent_control_ac.pdf
"or (d) that the tenant has given notice to quit and in consequence of that notice, the landlord has contracted to sell or let the premises or has taken any other steps as a result of which he would, in the opinion of the court, be seriously prejudiced, if he could not obtain possession of the premises;",section,14,eng_maharashtra_rent_control_ac.pdf
"or (e) that the tenant has— (i) on or after the 1st day February 1973, in the areas to which the Bombay Rents, Hotel and Lodging House Rates Control Act, 1947 (Bom.",section,14,eng_maharashtra_rent_control_ac.pdf
"or (ii) on or after the commencement of this Act, in the Vidarbha and Marathwada areas of the State, unlawfully sub-let or given on licence the whole or part of the premises or assigned or transferred in any other manner his interest therein;",section,14,eng_maharashtra_rent_control_ac.pdf
"or (f) that the premises were let to the tenant for use as a residence by reason of his being in the service or employment of the landlord, and that the tenant has ceased, whether before or after the commencement of this Act, to be in such service or employment;",section,14,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 15 (g) that the premises are reasonably and bona fide required by the landlord for occupation by himself or by any person for whose benefit the premises are held or where the landlord is a trustee of a public charitable trust that the premises are required for occupation for the purposes of the trust;",section,15,eng_maharashtra_rent_control_ac.pdf
or (h) that the premises are reasonably and bona fide required by the landlord for carrying out repairs which cannot be carried out without the premises being vacated;,section,15,eng_maharashtra_rent_control_ac.pdf
or (i) that the premises are reasonably and bona fide required by the landlord for the immediate purpose of demolishing them and such demolition is to be made for the purpose of erecting new building on the premises sought to be demolished;,section,15,eng_maharashtra_rent_control_ac.pdf
"(j) that the premises let consist a tenement or tenements on the terrace of a building such tenement or tenements being only in part of the total area of the terrace, and that the premises or any part thereof are required by the landlord for the purpose of the demolition thereof and erection or raising of a floor or floors on such terrace;",section,15,eng_maharashtra_rent_control_ac.pdf
".— For the purpose of this clause, if the premises let include the terrace or part thereof, or garages, servants quarters or out-houses (which are not on the terrace), or all or any one of more of them, this clause shall nevertheless apply;",section,15,eng_maharashtra_rent_control_ac.pdf
or (k) that the premises are required for the immediate purpose of demolition ordered by any municipal authority or other competent authority;,section,15,eng_maharashtra_rent_control_ac.pdf
"or (l) that where the premises are land in the nature of garden or grounds appurtenant to a building or part of a building or part of a building, such land is required by the landlord for the erection of a new building which a municipal authority has approved or permitted him to build thereon;",section,15,eng_maharashtra_rent_control_ac.pdf
"or (m) that the rent charged by the tenant for the premises or any part thereof which are sub-let is in excess of the standard rent and permitted increases in respect of such premises or part or that the tenant has received any fine, premium, other like sum of consideration in respect of such premises or part;",section,15,eng_maharashtra_rent_control_ac.pdf
"or (n) that the premises have not been used, without reasonable cause for the purpose for which they were let for for a continuous period of six months immediately preceding the date of the suit.",section,15,eng_maharashtra_rent_control_ac.pdf
"(2) No decree for eviction shall be passed on the ground, specified in clause (g) of sub-section (1), if court is satisfied that, having regard to all the circumstances of the case including the question whether other reasonable accommodation is available for the landlord or the tenant, greater hardship would be caused by passing the decree than by refusing to pass it.",section,15,eng_maharashtra_rent_control_ac.pdf
"Where the court is satisfied that no hardship would be caused either to the tenant or to the landlord by passing the decree in respect of such part of the premises, the court shall the decree in respect of such part only.",section,15,eng_maharashtra_rent_control_ac.pdf
.— For the purposes of clause (g) of sub-section (1) the expression “landlord” shall not include a rent-farmer or rent-collector or estate-manager.,section,15,eng_maharashtra_rent_control_ac.pdf
"(3) A landlord shall not be entitled to recover possession of any premises under the provisions of clause (g) of sub-section (1) if the premises are let to the Central Government in a cantonment area and such premises, are being used for residence by members of the armed forces of the Union, or their families.",section,15,eng_maharashtra_rent_control_ac.pdf
(4) The court may pass the decree on the ground specified in clause (h) or (i) of sub-section (1) only in respect of a part of the premises which in its opinion it is necessary to vacate for carrying out the work of repair or erection.,section,15,eng_maharashtra_rent_control_ac.pdf
"(5) Notwithstanding anything contained in any other law for the time being in force, an assignment of a decree for eviction obtained on the grounds specified in clauses (g), (h), (i) and (j) of sub-section (1) shall be unlawful.",section,15,eng_maharashtra_rent_control_ac.pdf
"(6) No decree for eviction shall be passed on the ground specified in clauses (i) or (j) of sub-section (1), unless the Court is satisfied,—",section,15,eng_maharashtra_rent_control_ac.pdf
"16 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,16,eng_maharashtra_rent_control_ac.pdf
XVIII (a) that the necessary funds for the purpose of the erection of new building or for erecting or raising of a new floor or floors on the terrace are available with the Landlord;,section,16,eng_maharashtra_rent_control_ac.pdf
"(c) that the new building or new floor or floors to be erected by the landlord shall, subject to the provisions of any rules, by-laws or regulations made by municipal authority contain residential tenements not less than the number of existing tenements which are sought to be demolished;",section,16,eng_maharashtra_rent_control_ac.pdf
"(d) that the landlord has given an undertaking,— (i) that the plans and estimates, for the new building or new floor or floors to be erected by the landlord include premises for each tenant with carpet area equivalent to the area of the premises in his occupation in the building sought to be demolished subject to a variation of five per cent.",section,16,eng_maharashtra_rent_control_ac.pdf
"(ii) that the premises specified in sub-clause (i) will be offered to the concerned tenant or tenants in the re-erected building or, as the case may be on the floor to floors;",section,16,eng_maharashtra_rent_control_ac.pdf
"(iii) that where the carpet area of the premises in the new building or on the new floor or floors is more than the carpet area specified in sub-clause (i) the landlord shall, without prejudice to the liability of the landlord under sub-clause (i), obtain the consent, in writing, of the tenant or tenants concerned to accept the premises with larger area;",section,16,eng_maharashtra_rent_control_ac.pdf
and on the tenant or tenants declining to give such consent the landlord shall be entitled to put the additional floor area of any permissible use;,section,16,eng_maharashtra_rent_control_ac.pdf
"(iv) that the work of demolishing the premises shall be commenced by the landlord not later than one month, and shall be completed not later than three months, from the date he recovers possession of the entire premises;",section,16,eng_maharashtra_rent_control_ac.pdf
(v) that the work of erection of the new building or new floor or floors shall be completed by the landlord not later than fifteen months from the said date: Provided that,section,16,eng_maharashtra_rent_control_ac.pdf
", where the court is satisfied that the work of demolishing the premises could not be commenced or completed, or the work of erection of the new building or, as the case may be the new floor or floors could not be completed, within time, for reasons beyond the control of the landlord, the court may, by order, for reasons to be recorded, extend the period by such further periods, not exceeding three months at a time as may, from the time to time, be specified by it, so however that the extended period shall not exceed twelve months in the aggregate.",section,16,eng_maharashtra_rent_control_ac.pdf
"(7) Where the possession of premises is recovered on the ground specified under clause (g), (h), (i) or (j) of sub-section (1) and the premises and transferred by the landlord, or by operation of law before the tenant or tenants are placed in occupation, then such transfer shall be subject to the rights and interests of such tenants.",section,16,eng_maharashtra_rent_control_ac.pdf
"(8) For the purposes of clause (m) of sub-section (1), the standard rent or permitted increase in respect of the part sub-let shall be the amounts bearing such proportion to the standard rent or permitted increases in respect of the premises as may be reasonable having regard to the extent of the part sub-let and other relevant considerations.",section,16,eng_maharashtra_rent_control_ac.pdf
"(9) Notwithstanding anything contained in this Act, where the premises let to any person include— (i) the terrace or part thereof;",section,16,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 17 and the court is satisfied that the terrace or structure or terrace including structure as aforesaid, are required by the landlord for the purpose of demolition and erection or raising of a floor or floors on such terrace, the landlord shall be entitled to recover possession of the terrace including such tower-rooms, sitting-out-rooms, ornamental structures, architectural features, landings, attics or rooms, the court may make such reduction, if any, in the rent as it may deem just.",section,17,eng_maharashtra_rent_control_ac.pdf
"(10) A suit for eviction on the grounds specified in clause (h), (i), (j) or (k) of sub-section (1) may be filed by the landlord jointly against all the tenants occupying the premises sought to be demolished.",section,17,eng_maharashtra_rent_control_ac.pdf
"Recovery of possession for repairs and re-entry.— (1) The court shall, when passing a decree on the ground specified in clause (h) of sub-section (1) of section 16, ascertain from the tenant whether he elects to be placed in occupation of the premises or part thereof from which he is to be evicted and if the tenant so elects, shall record the fact of the election, in the decree and specify in the decree the date on or before which he shall deliver possession so as to enable the landlord to commence the work of repairs.",section,17,eng_maharashtra_rent_control_ac.pdf
"(2) If the tenant delivers possession on or before the date specified in the decree, the landlord shall, two months before the date on which the work of repairs is likely to be completed, give notice to the tenant of the date on which the said work shall be completed.",section,17,eng_maharashtra_rent_control_ac.pdf
Within thirty days from the date of receipt of such notice the tenant shall intimate to the landlord his acceptance of the accommodation offered and deposit with the landlord rent for one month.,section,17,eng_maharashtra_rent_control_ac.pdf
"If the tenant gives such intimation and makes the deposit, the landlord shall, on completion of the work of repairs, place the tenant in occupation of the premises or part thereof on the terms and conditions existing on the date of the passing of the decree for eviction.",section,17,eng_maharashtra_rent_control_ac.pdf
"If the tenant fails to give to such intimation and to make the deposit, the tenant’s right to occupy the premises shall terminate.",section,17,eng_maharashtra_rent_control_ac.pdf
"(3) If, after the tenant has delivered possession on or before the date specified in the decree, the landlord fails to commence the work of repairs within one month of the specified date or fails to complete the work within a reasonable time or having completed the work fails to place the tenant in occupation of the premises in accordance with sub-section (2), the court may, on the application of the tenant made within one year of the specified date, order the landlord to place him in occupation of the premises or part thereof on the terms and conditions existing on the date of passing of the decree of eviction and on such order being made, the landlord and any person who may be in occupation shall give vacant possession to the tenant of the premises or part thereof.",section,17,eng_maharashtra_rent_control_ac.pdf
"(4) Any landlord who, when the tenant has vacated by the date specified in the decree, without reasonable excuse fails to commence the work of repairs and any landlord or other person in occupation of the premises who fails to comply with the order made by the court under sub-section (3), shall, on conviction, be punishable with imprisonment for a term which may extend to three months or with fine which may extend to one thousand rupees or with both.",section,17,eng_maharashtra_rent_control_ac.pdf
"Recovery of possession for occupation etc., and re-entry.— (1) Where a decree for eviction has been passed by the court on the ground specified in clause (g) of sub-section (1) of section 16 and the premises are not occupied within a period of one month from the date the landlord recovers possession or the premises are re-let within one year of the said date to any person other than the original tenant, the court may, on the application of the original tenant made within thirteen months from such date, order the landlord to place him in occupation of the premises, on the terms and conditions existing on the date of passing of the decree for eviction and, on such order being made, the landlord and any person who any may be in occupation of the premises shall give vacant possession to the original tenant.",section,17,eng_maharashtra_rent_control_ac.pdf
"(2) Any landlord who recovers possession on the ground specified in clause (g) of sub-section (1) of section 16 and keeps the premises unoccupied without reasonable excuse and any landlord or other person in occupation of the premises who fails to comply with the order of the court under sub-section (1) shall, on conviction, be punishable with imprisonment for a term which may extend to three months or with fine which may extend to five thousand rupees or with both.",section,17,eng_maharashtra_rent_control_ac.pdf
"Recovery of possession for demolishing building.— (1) Where a decree for eviction has been passed by the court on the ground specified in clause (i) or (j) of sub-section (1) of section 16, and the work of demolishing the premises has not been commenced by the landlord within the period",section,17,eng_maharashtra_rent_control_ac.pdf
"18 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,18,eng_maharashtra_rent_control_ac.pdf
"XVIII specified in sub-clause (iv) of clause (d) of sub-section (6) of the said section, the tenant may give the landlord a notice of his intention to occupy the premises from which he has been evicted and if the landlord does not forthwith deliver to him the vacant possession of the premises on the same terms and conditions on which he occupied them immediately before the eviction, the tenant may make an application to the court within six weeks from the date on which he delivered vacant possession of the premises to the landlord.",section,18,eng_maharashtra_rent_control_ac.pdf
"(2) If the court is satisfied that the landlord has not substantially commenced the work of demolishing the premises within the period of one month in accordance with his undertaking, the court shall order the landlord to deliver to the tenant vacant possession of the premises on the terms and conditions on which he occupied them immediately before the eviction.",section,18,eng_maharashtra_rent_control_ac.pdf
"On such order being made, the landlord shall forthwith deliver vacant possession of the premises to the tenant.",section,18,eng_maharashtra_rent_control_ac.pdf
"(3) Any landlord who recovers possession on the ground specified in clause (i) or (j) of sub-section (1) of section 16, and fails to carry out any undertaking referred to in sub-clause (i), (ii), (iii), (iv) or (v) of clause (d) of sub-section (6) of the said section without any reasonable excuse or fails to comply with the order of the court under sub-section (1) shall, without prejudice to his liability in execution to the order under sub-section (2), on conviction, be punishable with imprisonment for a term which may extend to thirty days or with fine which may extend to five thousand rupees or with both.",section,18,eng_maharashtra_rent_control_ac.pdf
"Tenants’ right to give notice to landlord of his intention to occupy tenement in new building.— Where a decree for eviction has been passed by the court on the ground specified in clause (i) of sub-section (1) of section 16 and the work of demolishing the premises and of the erection of new building has been commenced by the landlord, the tenant may, without prejudice to the provisions of sub-clause (ii) and (iii) of clause (d) of sub-section (6) of section 16 within six months from the date on which he delivered vacant possession of the premises to the landlord, give notice to the landlord of his intention to occupy a tenement in the new building on its completion on the following conditions, namely:— (a) that he shall pay to the landlord the standard rent in respect of the tenement: Provided that",section,18,eng_maharashtra_rent_control_ac.pdf
", in respect of a residential tenement, the tenant concerned shall not be required to pay rent in relation to the area at more than double the rate at which he paid rent for his former premises immediately before his eviction under the decree, unless the landlord obtains an order of the court fixing the standard rent in respect of the tenement at higher rate;",section,18,eng_maharashtra_rent_control_ac.pdf
"(b) that his occupation of the tenement shall, save as provided in condition (a), be on the same terms and conditions on which he occupied the premises immediately before the eviction.",section,18,eng_maharashtra_rent_control_ac.pdf
"Landlord to intimate to tenant date of completion and tenant’s right to occupy premises in new building.— (1) The landlord shall, not less than three months before the date on which the erection of the new building or, completion as the case may be, new floor or floors is likely to be completed, intimate to the tenant, the date on which the said erection shall be completed.",section,18,eng_maharashtra_rent_control_ac.pdf
"On the said date, the tenant shall be entitled to occupy the premises assigned to him by the landlord.",section,18,eng_maharashtra_rent_control_ac.pdf
"(2) (a) If the tenant fails to occupy the premises within a period of one month from the date on which he is entitled to occupy it under sub-section (1), the tenant’s right to occupy the said premises under the said sub-section shall terminate;",section,18,eng_maharashtra_rent_control_ac.pdf
and the landlord shall be entitled to recover from the tenant a sum equal to three times the amount of the monthly standard rent in respect of the premises.,section,18,eng_maharashtra_rent_control_ac.pdf
"(b) If the landlord fails, without reasonable excuse, to comply with the provisions of sub-section (1) or to place the tenant in occupation of the premises he shall, without prejudice to his liability to place the tenant in vacant possession of the premises on conviction, be punishable with imprisonment for a term which may extend to three months or with fine which may extend to five thousand rupees or with both.",section,18,eng_maharashtra_rent_control_ac.pdf
"Recovery of possession in case of tenancy created during service period.— (1) Where any landlord intends to let any premises or any part thereof belonging to him, to his employee, such",section,18,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 19 landlord and the employee may enter into an agreement in writing to create a service tenancy in respect of the said premises or an agreement in writing to create a service tenancy in respect of the said premises or any part thereof;",section,19,eng_maharashtra_rent_control_ac.pdf
"and notwithstanding anything contained in this Act, the tenancy so created shall remain in force during the period of service or employment of the tenant with the landlord.",section,19,eng_maharashtra_rent_control_ac.pdf
